date,accident_type,plane_type,operator,fatalities,category,first_flight,phase,nature
23-NOV-1984,Collision - Aircraft - In flight,Transall C-160NG,French AF,7,A1,,En route (ENR),Military
29-MAR-1985,Collision - Aircraft - In flight,Lockheed CC-130H Hercules,Canadian Armed Forces,5,A1,1974,Maneuvering (MNV),Military
03-MAY-1985,Collision - Aircraft - In flight,Tupolev Tu-134A,Aeroflot / Estonia,79,A1,1975,Approach (APR),Domestic Scheduled Passenger
03-MAY-1985,Collision - Aircraft - In flight,Antonov An-26,Soviet AF,15,A1,1980,En route (ENR),Military
12-AUG-1985,Collision - Aircraft - In flight,Beech 200 Super King Air,Jet Fleet,0,A1,1976,Maneuvering (MNV),Training
22-SEP-1985,Collision - Aircraft - In flight,Learjet 35A,Louisiana Pacific,1,A1,1977,Approach (APR),Executive
10-NOV-1985,Collision - Aircraft - In flight,Dassault Falcon 50,Nabisco Brands,2+ 1,A1,,Approach (APR),Executive
10-DEC-1985,Collision - Aircraft - In flight,Douglas C-47A (DC-3),South African AF,0,A2,1943,En route (ENR),Military
10-DEC-1985,Collision - Aircraft - In flight,Douglas C-47B (DC-3),South African AF,0,A2,1945,En route (ENR),Military
05-MAR-1986,Collision - Aircraft - In flight,Learjet 24D,Flight International,2,A1,,Maneuvering (MNV),Military
05-MAR-1986,Collision - Aircraft - In flight,Learjet 35,Flight International,2,A1,1975,Maneuvering (MNV),Military
18-JUN-1986,Collision - Aircraft - In flight,DHC-6 Vista Liner 300,Grand Canyon Airlines,20,A1,1969,En route (ENR),Domestic Scheduled Passenger
31-AUG-1986,Collision - Aircraft - In flight,DC-9-32,Aeroméxico,64+ 15,A1,1969,Approach (APR),International Scheduled Passenger
15-JAN-1987,Collision - Aircraft - In flight,Swearingen SA226-TC Metro II,SkyWest Airlines,8,A1,1980,Approach (APR),Domestic Scheduled Passenger
02-APR-1987,Collision - Aircraft - In flight,Ilyushin Il-76MD,Soviet AF,8,A1,,En route (ENR),Military
02-APR-1987,Collision - Aircraft - In flight,Ilyushin Il-76MD,Soviet AF,8,A1,,En route (ENR),Military
16-JUN-1987,Collision - Aircraft - In flight,Boeing 737-2T4,CAAC,0,A2,1985-09-18,Approach (APR),Int'l Non Scheduled Passenger
26-OCT-1988,Collision - Aircraft - In flight,Cessna 501 Citation I/SP,Aero Technik,2,A1,,En route (ENR),Unknown
20-FEB-1989,Collision - Aircraft - In flight,Swearingen SA226-AT Merlin IV,Dirac Aviation,0,A2,1973,En route (ENR),Domestic Scheduled Passenger
09-APR-1990,Collision - Aircraft - In flight,Embraer EMB-120RT Brasilia,"Delta Connection, opb ASA",0,A2,,En route (ENR),Domestic Scheduled Passenger
02-JUN-1990,Collision - Aircraft - In flight,Embraer EMB-120RT Brasilia,DAT,0,A2,1988,Maneuvering (MNV),"Aerial Work (Calibration, Photo)"
22-AUG-1990,Collision - Aircraft - In flight,DHC-6 Twin Otter 100,Unknown,0,A2,1967-06-14,En route (ENR),"Aerial Work (Calibration, Photo)"
21-MAR-1991,Collision - Aircraft - In flight,Lockheed P-3C Orion,US Navy,14,A1,1973,En route (ENR),Military
21-MAR-1991,Collision - Aircraft - In flight,Lockheed P-3C Orion,US Navy,13,A1,1974,En route (ENR),Military
01-APR-1992,Collision - Aircraft - In flight,Antonov An-32,Indian AF,4,A1,1984,En route (ENR),Military
01-APR-1992,Collision - Aircraft - In flight,Antonov An-32,Indian AF,4,A1,1987,En route (ENR),Military
01-DEC-1992,Collision - Aircraft - In flight,Lockheed C-141B Starlifter,USAF,7,A1,,En route (ENR),Military
01-DEC-1992,Collision - Aircraft - In flight,Lockheed C-141B Starlifter,USAF,6,A1,,En route (ENR),Military
22-DEC-1992,Collision - Aircraft - In flight,Boeing 727-2L5,Libyan Arab Airlines,157,A1,1975-02-07,Approach (APR),Domestic Scheduled Passenger
08-FEB-1993,Collision - Aircraft - In flight,Tupolev Tu-154M,Iran Air Tours,131,A1,1991,En route (ENR),Domestic Non Scheduled Passenger
09-DEC-1993,Collision - Aircraft - In flight,DHC-6 Twin Otter 300,Air Senegal,3,A1,1973,Approach (APR),Domestic Scheduled Passenger
09-SEP-1994,Collision - Aircraft - In flight,Tupolev Tu-134AK,MAP LII Zhukovski,8,A1,1979,Maneuvering (MNV),"Aerial Work (Calibration, Photo)"
10-FEB-1995,Collision - Aircraft - In flight,Antonov An-70,Antonov Design Bureau,7,A1,1994-12-16,Maneuvering (MNV),Test
01-MAY-1995,Collision - Aircraft - In flight,Swearingen SA227-CC Metro 23,Bearskin Airlines,3,A1,1993,Approach (APR),Domestic Scheduled Passenger
21-JUN-1995,Collision - Aircraft - In flight,Douglas C-54G (DC-4),Aero Union,2,A1,1945,Approach (APR),Fire fighting
12-NOV-1996,Collision - Aircraft - In flight,Boeing 747-168B,Saudi Arabian,312,A1,1982-02-03,En route (ENR),International Scheduled Passenger
12-NOV-1996,Collision - Aircraft - In flight,Ilyushin Il-76TD,Kazakhstan Airlines,37,A1,1992,En route (ENR),Cargo
17-NOV-1996,Collision - Aircraft - In flight,Embraer P-95B Bandeirulha (EMB-111),Brazilian AF,9,A1,1989,En route (ENR),Military
15-MAR-1997,Collision - Aircraft - In flight,Basler BT-67 Turbo 67 (DC-3T),Mali AF,2,A1,1943,Maneuvering (MNV),"Aerial Work (Calibration, Photo)"
25-MAR-1997,Collision - Aircraft - In flight,Shorts SC.7 Skyvan 3-100,Arctic Circle Air Service,1,A1,1980,En route (ENR),Ferry/positioning
07-AUG-1997,Collision - Aircraft - In flight,BN-2A Islander,Aero Biekes,0,A1,1971,Landing (LDG),Private
13-SEP-1997,Collision - Aircraft - In flight,Tupolev Tu-154M,German AF,24,A1,1989,En route (ENR),Military
13-SEP-1997,Collision - Aircraft - In flight,Lockheed C-141B Starlifter,USAF,9,A1,,En route (ENR),Military
04-APR-1998,Collision - Aircraft - In flight,Cessna 525 CitationJet,Alpha Wolf Enterprises,4,A1,1997,En route (ENR),Executive
30-JUL-1998,Collision - Aircraft - In flight,Beech 1900D,Proteus Air,14,A1,1996,Approach (APR),Domestic Scheduled Passenger
18-SEP-1998,Collision - Aircraft - In flight,GAF Nomad N.22S Searchmaster L,US Customs Service,1,A1,1983,En route (ENR),Ferry/positioning
18-SEP-1998,Collision - Aircraft - In flight,GAF Nomad N.22S Searchmaster L,US Customs Service,0,A2,1983,En route (ENR),Ferry/positioning
12-FEB-1999,Collision - Aircraft - In flight,Airbus A320-211,Air France,0,A2,1991-11-14,En route (ENR),Domestic Scheduled Passenger
23-JUN-2000,Collision - Aircraft - In flight,Learjet 55,Universal Jet Aviation,3,A1,1982,En route (ENR),Ferry/positioning
24-AUG-2000,Collision - Aircraft - In flight,Let L-410UVP,West Coast Airways,0,A1,1985,En route (ENR),Ferry/positioning
08-MAY-2002,Collision - Aircraft - In flight,T-39N Sabreliner,US Navy,3,A1,,En route (ENR),Military
08-MAY-2002,Collision - Aircraft - In flight,North-American Rockwell T-39N Sabre,US Navy,4,A1,,En route (ENR),Military
20-JUN-2002,Collision - Aircraft - In flight,Cessna 208B Grand Caravan,Isla Nena Air Services,0,A2,2001,Approach (APR),Domestic Non Scheduled Passenger
01-JUL-2002,Collision - Aircraft - In flight,Tupolev Tu-154M,Bashkirskie Avialinii,69,A1,1995,En route (ENR),Int'l Non Scheduled Passenger
01-JUL-2002,Collision - Aircraft - In flight,Boeing 757-23APF,DHL Aviation,2,A1,1990,En route (ENR),Cargo
01-OCT-2002,Collision - Aircraft - In flight,Ilyushin Il-38,Indian Navy,6+ 3,A1,,Unknown (UNK),Military
01-OCT-2002,Collision - Aircraft - In flight,Ilyushin Il-38,Indian Navy,6,A1,,Unknown (UNK),Military
26-DEC-2002,Collision - Aircraft - In flight,Boeing 737-2M2,TAAG,0,A2,1979-04-09,En route (ENR),International Scheduled Passenger
23-MAY-2004,Collision - Aircraft - In flight,Let L-410UVP-E3,Blue Bird Aviation,2,A1,1987,Unknown (UNK),Cargo
23-MAY-2004,Collision - Aircraft - In flight,Let L-410UVP-E9,Blue Bird Aviation,0,A2,1996,Unknown (UNK),Cargo
05-FEB-2006,Collision - Aircraft - In flight,Shorts 360-100,Air Cargo Carriers,3,A1,1988-02-10,En route (ENR),Test
05-FEB-2006,Collision - Aircraft - In flight,Shorts 360-300,Air Cargo Carriers,0,A2,1987-03-31,En route (ENR),Test
28-AUG-2006,Collision - Aircraft - In flight,Raytheon Hawker 800XP,NetJets,0,A1,1998,En route (ENR),Executive
29-SEP-2006,Collision - Aircraft - In flight,Boeing 737-8EH,Gol,154,A1,2006,En route (ENR),Domestic Scheduled Passenger
29-SEP-2006,Collision - Aircraft - In flight,Embraer EMB-135BJ Legacy 600,ExcelAire,0,A2,2006,En route (ENR),Ferry/positioning
06-MAY-2009,Collision - Aircraft - In flight,Cessna 208B Grand Caravan,OLT,0,A2,1996,Approach (APR),Cargo
29-OCT-2009,Collision - Aircraft - In flight,Lockheed HC-130H Hercules,US Coast Guard,7,A1,1984,En route (ENR),Military
02-SEP-2011,Collision - Aircraft - In flight,Cessna 208B Grand Caravan,Grant Aviation,1,A1,2000,En route (ENR),Cargo
23-JUN-2014,Collision - Aircraft - In flight,Learjet 35A,GFD,2,A1,1985,En route (ENR),Military
01-DEC-2014,Collision - Aircraft - In flight,Lockheed C-130H Hercules,USAF,0,A1,1989,En route (ENR),Military
01-DEC-2014,Collision - Aircraft - In flight,Alenia C-27J Spartan,US Army,0,A2,2014,En route (ENR),Military
16-AUG-2015,Collision - Aircraft - In flight,Rockwell Sabreliner 60SC,"BAE Systems, op.for US DoD",4,A1,1974,Approach (APR),Military
20-AUG-2015,Collision - Aircraft - In flight,Let L-410MA,Dubnica Air,3,A1,1975,En route (ENR),Parachuting
20-AUG-2015,Collision - Aircraft - In flight,Let L-410UVP,Dubnica Air,4,A1,1984,En route (ENR),Parachuting
05-SEP-2015,Collision - Aircraft - In flight,BAe-125-700A,Senegalair,7,A1,1979,En route (ENR),Ambulance
05-SEP-2015,Collision - Aircraft - In flight,Boeing 737-8FB (WL),Ceiba International,0,A2,2014-02-01,En route (ENR),International Scheduled Passenger
31-AUG-2016,Collision - Aircraft - In flight,Cessna 208B Grand Caravan EX,"Ravn Connect, opb Hageland Aviation Services",3,A1,2014,En route (ENR),Domestic Scheduled Passenger
20-SEP-1943,Collision - Aircraft - Near miss,Douglas C-53D Skytrooper (DC-3),USAAF,25,A1,1932,Takeoff (TOF),Military
13-FEB-1953,Collision - Aircraft - Near miss,Vickers Varsity T.1,RAF,2,A1,1951,Approach (APR),Military
14-APR-1958,Collision - Aircraft - Near miss,de Havilland DH-114 Heron 2D,Aviaco,16,A1,1957,Approach (APR),Domestic Scheduled Passenger
08-MAR-1964,Collision - Aircraft - Near miss,Douglas C-47A (DC-3),Líneas Aéreas Taxader,28,A1,1944,En route (ENR),Domestic Scheduled Passenger
08-FEB-1965,Collision - Aircraft - Near miss,Douglas DC-7B,Eastern Air Lines,84,A1,1958,En route (ENR),Domestic Scheduled Passenger
26-OCT-1981,Collision - Aircraft - Near miss,Lockheed L-749A Constellation (VC-1,Aerolineas Argo,3,A1,1949,Approach (APR),Cargo
07-NOV-1996,Collision - Aircraft - Near miss,Boeing 727-231,ADC Airlines,144,A1,1969-04-29,Approach (APR),Domestic Scheduled Passenger
20-FEB-1942,Collision - Aircraft - On ground (platform),Lockheed 18 Lodestar,Netherlands East Indies AF,0,O1,1941,Standing (STD),Military
19-APR-1942,Collision - Aircraft - On ground (platform),de Havilland DH.86 Express,RAAF,,O1,,Standing (STD),Military
16-SEP-1942,Collision - Aircraft - On ground (platform),Douglas C-47 (DC-3),USAAF,,O1,1942,Standing (STD),Military
23-JAN-1943,Collision - Aircraft - On ground (platform),Douglas C-53 Skytrooper (DC-3),USAAF,0,O1,1942,Standing (STD),Military
24-JAN-1943,Collision - Aircraft - On ground (platform),Douglas C-47 (DC-3),USAAF,,O1,1942,Standing (STD),Military
15-MAY-1943,Collision - Aircraft - On ground (platform),Douglas C-47 (DC-3),USAAF,,O1,1942,Standing (STD),Military
05-MAR-1944,Collision - Aircraft - On ground (platform),Douglas Dakota III (DC-3),RAF,,O1,1944,Standing (STD),Military
13-NOV-1944,Collision - Aircraft - On ground (platform),Douglas Dakota III (DC-3),RAF,,O1,1944,Standing (STD),Military
30-NOV-1944,Collision - Aircraft - On ground (platform),Douglas Dakota III (DC-3),RAF,0,O1,1943,Standing (STD),Military
22-DEC-1944,Collision - Aircraft - On ground (platform),Douglas C-47A (DC-3),USAAF,0,O1,1944,Standing (STD),Military
28-JAN-1945,Collision - Aircraft - On ground (platform),Douglas C-47A (DC-3),USAAF,,A1,1943,Unknown (UNK),Military
26-FEB-1945,Collision - Aircraft - On ground (platform),Douglas C-47A (DC-3),USAAF,0,O1,1943,Standing (STD),Military
22-MAR-1945,Collision - Aircraft - On ground (platform),Consolidated PBY-5A Catalina,US Navy,0,O1,,Standing (STD),Military
01-APR-1945,Collision - Aircraft - On ground (platform),Douglas C-47B (DC-3),USAAF,0,O1,1944,Standing (STD),Military
12-APR-1945,Collision - Aircraft - On ground (platform),Douglas C-47B (DC-3),USAAF,,O1,1944,Standing (STD),Military
23-AUG-1945,Collision - Aircraft - On ground (platform),Curtiss R5C-1 (C-46A),US Navy,0,O1,,Standing (STD),Military
09-SEP-1945,Collision - Aircraft - On ground (platform),Douglas C-47B (DC-3),New Zealand AF,0,O1,1945,Standing (STD),Military
02-OCT-1945,Collision - Aircraft - On ground (platform),Douglas Dakota III (DC-3),RAF,0,O1,1944,Standing (STD),Military
12-FEB-1946,Collision - Aircraft - On ground (platform),Douglas Dakota IV (DC-3),RAF,,O1,1945,Standing (STD),Military
30-JAN-1948,Collision - Aircraft - On ground (platform),Douglas C-47A (DC-3),MEA,,O1,1944,Unknown (UNK),Unknown
21-MAR-1950,Collision - Aircraft - On ground (platform),Fairchild C-82A Packet,USAF,0,O1,,Standing (STD),Military
25-SEP-1950,Collision - Aircraft - On ground (platform),Fairchild C-119B Flying Boxcar,USAF,0,O1,,Standing (STD),Military
05-JAN-1952,Collision - Aircraft - On ground (platform),Lockheed P2V-2 Neptune,US Navy,1,A1,,Landing (LDG),Military
28-JUN-1957,Collision - Aircraft - On ground (platform),Lockheed L-1049 Super Constellation,Eastern Air Lines,0,O1,1952,Standing (STD),-
02-AUG-1959,Collision - Aircraft - On ground (platform),Douglas DC-3-277C,Capital Airlines,0,O1,1940,Standing (STD),-
26-JAN-1960,Collision - Aircraft - On ground (platform),Consolidated P4Y-2 Privateer,ALAS Guaranies,0,O1,,Standing (STD),-
05-MAY-1963,Collision - Aircraft - On ground (platform),Douglas DC-4,Paraense Transportes Aéreos,0,O1,1944,Standing (STD),Unknown
18-FEB-1967,Collision - Aircraft - On ground (platform),Douglas RC-47P,USAF,0,O1,1945,Standing (STD),Military
08-MAR-1973,Collision - Aircraft - On ground (platform),Boeing KC-135A Stratotanker,USAF,2,A1,1963-09-17,Taxi (TXI),Military
15-SEP-1975,Collision - Aircraft - On ground (platform),BN-2A-6 Islander,Dorado Wings,0,A1,1970-10-27,Taxi (TXI),Passenger
01-FEB-1979,Collision - Aircraft - On ground (platform),Lockheed C-130E Hercules,Pakistan AF,0,O1,1965,Standing (STD),Military
10-FEB-1982,Collision - Aircraft - On ground (platform),Let L-410M,Aeroflot / Yakutsk,0,O1,1977,Standing (STD),-
05-SEP-1982,Collision - Aircraft - On ground (platform),Douglas DC-8-51,Intercontinental Airlines,0,A2,1964,Landing (LDG),Int'l Non Scheduled Passenger
23-DEC-1983,Collision - Aircraft - On ground (platform),DC-10-30,KAL,0,A1,1977,Takeoff (TOF),Cargo
05-JUN-1988,Collision - Aircraft - On ground (platform),Dornier 228-201,Midway Connection,0,A2,1987,Taxi (TXI),Domestic Scheduled Passenger
12-MAR-1995,Collision - Aircraft - On ground (platform),Shorts 360-200,"American Eagle, opb Executive Airlines",0,A2,,Taxi (TXI),Domestic Scheduled Passenger
12-MAR-1995,Collision - Aircraft - On ground (platform),Lockheed L-1011 TriStar 500,Delta Air Lines,0,A2,1978,Taxi (TXI),Domestic Scheduled Passenger
17-JUL-1995,Collision - Aircraft - On ground (platform),Embraer EMB-120RT Brasilia,"United Express, opb West Air Commuter Airlines",0,A2,,Taxi (TXI),Domestic Scheduled Passenger
19-APR-1996,Collision - Aircraft - On ground (platform),Swearingen SA226-TC Metro II,Jetcraft Aviation,0,A2,1979,Taxi (TXI),Cargo
01-OCT-1997,Collision - Aircraft - On ground (platform),Boeing 727-51C,Ryan Int. Airlines,0,A1,1966-04-22,Taxi (TXI),Cargo
10-MAY-1998,Collision - Aircraft - On ground (platform),DHC-8-315 Dash 8,South African Express Airways,0,A2,1992,Taxi (TXI),Domestic Scheduled Passenger
10-MAY-1998,Collision - Aircraft - On ground (platform),Airbus A340-312,TAP,0,A2,1994-11-25,Taxi (TXI),International Scheduled Passenger
20-MAY-1998,Collision - Aircraft - On ground (platform),BAe-748,Intensive Air,0,O2,1979,Taxi (TXI),Ferry/positioning
20-MAY-1998,Collision - Aircraft - On ground (platform),Airbus A340-313,Iberia,0,O2,1996,Standing (STD),-
05-MAR-1999,Collision - Aircraft - On ground (platform),Swearingen SA226-TC Metro II,Superior Aviation,0,A2,,Taxi (TXI),Cargo
05-MAR-1999,Collision - Aircraft - On ground (platform),Swearingen SA226-TC Metro II,Superior Aviation,0,A2,,Taxi (TXI),Cargo
12-APR-1999,Collision - Aircraft - On ground (platform),Saab 340B,Business Express,0,A2,,Standing (STD),Domestic Scheduled Passenger
07-AUG-1999,Collision - Aircraft - On ground (platform),DHC-6 Twin Otter 300,Seaborne Aviation,0,A2,,Standing (STD),Domestic Non Scheduled Passenger
07-AUG-1999,Collision - Aircraft - On ground (platform),DHC-6 Twin Otter 300,Seaborne Aviation,0,A2,,Taxi (TXI),Domestic Non Scheduled Passenger
27-DEC-2001,Collision - Aircraft - On ground (platform),Airbus A330-223,TAM Brasil,0,A2,1998-10-12,Taxi (TXI),International Scheduled Passenger
27-DEC-2001,Collision - Aircraft - On ground (platform),Avro RJ100,Crossair,0,A2,1999-08-28,Standing (STD),International Scheduled Passenger
01-JUL-2002,Collision - Aircraft - On ground (platform),Canadair CL-415,Province of Ontario,0,A2,1999,Taxi (TXI),Fire fighting
03-DEC-2003,Collision - Aircraft - On ground (platform),Swearingen SA226-TC Metro II,Key Lime Air,0,A1,1977,Taxi (TXI),Cargo
10-MAY-2005,Collision - Aircraft - On ground (platform),DC-9-51,Northwest Airlines,0,A1,1976,Taxi (TXI),Domestic Scheduled Passenger
10-MAY-2005,Collision - Aircraft - On ground (platform),Airbus A319-114,Northwest Airlines,0,A2,2003,Taxi (TXI),Domestic Scheduled Passenger
29-AUG-2005,Collision - Aircraft - On ground (platform),DHC-8-202Q,Horizon Air,0,A2,1998,Taxi (TXI),Domestic Scheduled Passenger
29-AUG-2005,Collision - Aircraft - On ground (platform),Airbus A330-223,Northwest Airlines,0,A2,2004-07-23,Taxi (TXI),International Scheduled Passenger
02-FEB-2006,Collision - Aircraft - On ground (platform),Boeing 747-422,United Airlines,0,A2,1999-07-07,Taxi (TXI),Domestic Scheduled Passenger
02-FEB-2006,Collision - Aircraft - On ground (platform),Boeing 767-338ER,Qantas,0,A2,1990-12-04,Taxi (TXI),Domestic Scheduled Passenger
08-SEP-2006,Collision - Aircraft - On ground (platform),Airbus A319-112,Air Canada,0,A2,2002-01-21,Taxi (TXI),International Scheduled Passenger
08-SEP-2006,Collision - Aircraft - On ground (platform),Embraer ERJ-170,Shuttle America,0,A2,,Taxi (TXI),Domestic Scheduled Passenger
31-OCT-2006,Collision - Aircraft - On ground (platform),Boeing 747-430,Lufthansa,0,A2,2000,Taxi (TXI),International Scheduled Passenger
26-DEC-2006,Collision - Aircraft - On ground (platform),Boeing 737-3A4,Southwest Airlines,0,A2,1984-12-19,Pushback / towing (PBT),Domestic Scheduled Passenger
26-DEC-2006,Collision - Aircraft - On ground (platform),Boeing 737-7H4 (WL),Southwest Airlines,0,A2,2005-03-18,Taxi (TXI),Domestic Scheduled Passenger
24-JAN-2007,Collision - Aircraft - On ground (platform),Beech 99A,Freight Runners Express,0,A1,1969,Taxi (TXI),Cargo
27-JUL-2007,Collision - Aircraft - On ground (platform),Boeing 777-236,British Airways,0,A2,1998,Pushback / towing (PBT),International Scheduled Passenger
27-JUL-2007,Collision - Aircraft - On ground (platform),Airbus A321-231,British Airways,0,A2,2004,Standing (STD),International Scheduled Passenger
12-DEC-2007,Collision - Aircraft - On ground (platform),Cessna 208B Grand Caravan,SafariLink,0,A2,,Taxi (TXI),Domestic Scheduled Passenger
12-DEC-2007,Collision - Aircraft - On ground (platform),DHC-5D Buffalo,Trident Aviation,0,A2,1975,Taxi (TXI),Cargo
01-FEB-2008,Collision - Aircraft - On ground (platform),Rockwell Sabreliner 80,Qualint,0,A1,1977,Taxi (TXI),Ferry/positioning
01-FEB-2008,Collision - Aircraft - On ground (platform),Rockwell Sabreliner 40A,ABA Aviation Resources,0,O1,1973,Standing (STD),-
